account_id,account_name,customer_key,industry,vertical,billing_street,billing_city,billing_state,billing_postal_code,account_type,annual_revenue,employees,created_date
ACC000558,Johnson Cooper Partners,558,Recruitment,SMB,139 Victoria Road,Sheffield,South Yorkshire,S59 9AX,Customer,4828772,10,2024-03-24
ACC000559,Walker Communications Group,559,IT Reseller,Partner,199 The Green,Cardiff,Wales,CF31 9LC,Customer,102092316,1000,2022-02-16
ACC000560,Wright Tech Group,560,IT Reseller,Partner,197 Market Street,Oxford,Oxfordshire,OX20 6WK,Customer,271189196,1000,2023-12-14
ACC000561,Nottingham Council,561,Local Government,Public Sector,134 Business Park,Leeds,West Yorkshire,LS9 3BE,Customer,373855311,2500,2021-04-07
ACC000562,Wright Wilson Holdings,562,Healthcare,SMB,26 High Street,Bristol,Avon,BS74 8XN,Prospect,365828512,250,2022-03-22
ACC000563,Harrison Hughes Ltd,563,Recruitment,SMB,57 The Green,Cardiff,Wales,CF92 4CA,Customer,3440115,25,2021-02-14
ACC000564,Davies Hill and Co,564,Real Estate,Enterprise,93 Market Street,Manchester,Greater Manchester,M96 1PM,Customer,260457289,10000,2023-05-20
ACC000565,Clark Williams LLP,565,Professional Services,SMB,78 Station Road,Birmingham,West Midlands,B28 2TD,Customer,2358353,5,2020-07-22
ACC000566,Lee Jackson Solutions,566,Technology,Enterprise,135 Business Park,Bristol,Avon,BS32 3VX,Customer,50999933,2500,2023-06-27
ACC000567,Leeds City Council,567,Local Government,Public Sector,180 Business Park,Cambridge,Cambridgeshire,CB55 3DF,Prospect,276009620,1000,2023-01-15
ACC000568,Moore IT Solutions Group,568,MSP,Partner,137 The Green,Edinburgh,Scotland,EH57 9ML,Customer,6413879,50,2022-07-30
ACC000569,Patel Turner and Co,569,Construction,Enterprise,186 Victoria Road,Reading,Berkshire,RG78 9HV,Prospect,266700368,250,2023-03-11
ACC000570,Jackson King LLP,570,Technology,SMB,93 Kings Road,Sheffield,South Yorkshire,S58 1NA,Prospect,146406959,2500,2023-04-25
ACC000571,Morgan Jones UK,571,Professional Services,Enterprise,78 High Street,Glasgow,Scotland,G39 6HG,Customer,9897340,5,2024-04-16
ACC000572,Edwards King UK,572,Legal Services,Enterprise,147 Technology Park,Southampton,Hampshire,SO74 1ED,Customer,4036305,25,2023-04-28
ACC000573,Clarke Johnson Group,573,Charity,SMB,94 Technology Park,Sheffield,South Yorkshire,S75 5HH,Prospect,7187921,100,2022-11-20
ACC000574,Davies Baker Services,574,Construction,SMB,56 Innovation Drive,Milton Keynes,Buckinghamshire,MK10 3LS,Customer,438967020,2500,2020-07-23
ACC000575,Baker Wilson International,575,Real Estate,Enterprise,10 Innovation Drive,Newcastle,Tyne and Wear,NE74 1NC,Customer,143399459,500,2024-09-17
ACC000576,Clarke Martin Services,576,Transport & Logistics,SMB,198 Church Road,Leeds,West Yorkshire,LS96 1XW,Customer,322754919,1000,2021-07-13
ACC000577,Brown IT Solutions Group,577,IT Reseller,Partner,82 Market Street,Manchester,Greater Manchester,M73 9EL,Prospect,9158817,25,2021-02-13
ACC000578,Johnson Brown and Co,578,Technology,Enterprise,115 Commerce Way,Belfast,Northern Ireland,BT77 2VT,Prospect,119328167,10000,2024-08-14
ACC000579,Martin Green Services,579,Technology,Enterprise,34 Victoria Road,Glasgow,Scotland,G11 1SV,Customer,134147824,1000,2021-05-07
ACC000580,Hughes Communications Partners,580,MSP,Partner,112 Commerce Way,Brighton,East Sussex,BN90 8EE,Customer,183420755,1000,2021-06-09
ACC000581,Morris Wood and Co,581,Hospitality,Enterprise,51 Market Street,Milton Keynes,Buckinghamshire,MK79 4TH,Prospect,305553763,2500,2022-05-14
ACC000582,Edwards Martin Associates,582,Healthcare,Public Sector,23 Station Road,Milton Keynes,Buckinghamshire,MK86 6PP,Customer,808541,50,2024-05-21
ACC000583,Wright Lewis Associates,583,Transport & Logistics,Enterprise,168 High Street,Coventry,West Midlands,CV99 6KF,Customer,6758793,10,2021-04-28
ACC000584,Queen Elizabeth Hospital NHS Trust,584,NHS Trust,Public Sector,113 High Street,Glasgow,Scotland,G30 6GY,Partner,70646873,1000,2021-11-05
ACC000585,Davies Evans LLP,585,Retail,SMB,63 The Green,Manchester,Greater Manchester,M19 6KA,Partner,27905619,50,2024-11-02
ACC000586,College of Cambridge,586,Education,Public Sector,6 Victoria Road,Oxford,Oxfordshire,OX27 4UG,Customer,4759599,10,2022-01-13
ACC000587,Clark Hughes UK,587,Media & Entertainment,Enterprise,160 Innovation Drive,Oxford,Oxfordshire,OX19 1ZZ,Customer,140819159,5000,2022-02-26
ACC000588,Harrison Connect Group,588,IT Reseller,Partner,66 Mill Lane,Manchester,Greater Manchester,M8 5KG,Customer,166538097,250,2024-08-11
ACC000589,Hill Smith PLC,589,Healthcare,Enterprise,170 Park Lane,Belfast,Northern Ireland,BT85 2YM,Partner,33496882,100,2024-02-18
ACC000590,Green Jackson Solutions,590,Legal Services,Enterprise,131 Innovation Drive,Belfast,Northern Ireland,BT13 9LS,Customer,230953146,5000,2024-02-02
ACC000591,Walker Wright UK,591,Financial Services,SMB,144 Technology Park,Cambridge,Cambridgeshire,CB92 4AB,Partner,27387961,25,2023-07-10
ACC000592,Hall Harris Holdings,592,Recruitment,SMB,191 Mill Lane,Belfast,Northern Ireland,BT3 6MY,Prospect,430546588,1000,2022-07-13
ACC000593,Hall White UK,593,Transport & Logistics,Enterprise,16 Business Park,Sheffield,South Yorkshire,S33 9NA,Customer,102651051,2500,2024-11-29
ACC000594,Thompson Johnson Associates,594,Professional Services,SMB,169 Mill Lane,Belfast,Northern Ireland,BT12 4NT,Customer,935219,50,2023-06-19
ACC000595,Liverpool Borough Council,595,Local Government,Public Sector,80 Technology Park,Reading,Berkshire,RG78 9LR,Prospect,68625832,500,2024-01-01
ACC000596,University of Glasgow,596,Education,Enterprise,139 Business Park,Milton Keynes,Buckinghamshire,MK26 9EK,Customer,447429355,1000,2024-01-28
ACC000597,College of Glasgow,597,Education,Enterprise,41 Victoria Road,Milton Keynes,Buckinghamshire,MK9 2UU,Customer,203447749,5000,2023-11-02
ACC000598,Lewis Johnson LLP,598,Hospitality,SMB,196 Victoria Road,London,Greater London,EC53 8PK,Prospect,7201643,100,2021-06-08
ACC000599,Johnson Wright PLC,599,Professional Services,SMB,48 High Street,Glasgow,Scotland,G98 5WW,Partner,863562,5,2021-06-03
ACC000600,Morgan Thompson Solutions,600,Technology,Enterprise,92 Station Road,London,Greater London,EC89 9SE,Customer,2949886,100,2022-10-06
ACC000601,Patel Walker Services,601,Real Estate,SMB,122 Mill Lane,Oxford,Oxfordshire,OX21 1GH,Customer,840918,10,2022-10-19
ACC000602,London City Council,602,Local Government,Public Sector,57 Innovation Drive,Reading,Berkshire,RG86 2GG,Partner,49950457,100,2024-04-13
ACC000603,Cooper Morris LLP,603,Hospitality,SMB,118 Technology Park,Nottingham,Nottinghamshire,NG32 1PN,Prospect,79853339,1000,2023-12-16
ACC000604,Lewis Networks Group,604,IT Reseller,Partner,153 Market Street,Milton Keynes,Buckinghamshire,MK68 1XZ,Customer,5965386,5,2021-02-21
ACC000605,Wilson Cooper Holdings,605,Recruitment,SMB,63 Market Street,Manchester,Greater Manchester,M69 9NB,Customer,228563241,250,2021-05-19
ACC000606,Clark Connect Ltd,606,IT Reseller,Partner,75 Kings Road,Bristol,Avon,BS51 8KK,Partner,10819697,10,2020-06-15
ACC000607,Martin Green International,607,Retail,Enterprise,177 Market Street,Manchester,Greater Manchester,M19 8RX,Partner,7701790,25,2024-02-07
ACC000608,Moore Evans Group,608,Financial Services,SMB,179 Market Street,Milton Keynes,Buckinghamshire,MK18 6NP,Customer,156876128,5000,2020-07-08
ACC000609,Royal Hospital NHS Trust,609,NHS Trust,Public Sector,117 The Green,Edinburgh,Scotland,EH92 2GR,Customer,2123365,25,2022-10-02
ACC000610,Lewis Roberts LLP,610,Manufacturing,Enterprise,24 Station Road,Leeds,West Yorkshire,LS91 6RX,Partner,26544247,100,2021-07-03
ACC000611,Clark Jackson LLP,611,Financial Services,SMB,157 Mill Lane,Brighton,East Sussex,BN49 1UN,Partner,5833527,50,2023-10-17
ACC000612,Harris Baker and Co,612,Retail,Enterprise,42 Enterprise Road,Glasgow,Scotland,G19 1FZ,Customer,138207824,2500,2020-10-31
ACC000613,Newcastle City Council,613,Local Government,Public Sector,74 Business Park,Cambridge,Cambridgeshire,CB24 4DE,Customer,147818660,500,2022-11-11
ACC000614,Hughes Smith Holdings,614,Legal Services,SMB,128 Market Street,Oxford,Oxfordshire,OX1 4WS,Customer,402561588,10000,2022-08-05
ACC000615,Harrison Ward Holdings,615,Technology,SMB,114 Station Road,Reading,Berkshire,RG77 4WA,Partner,4547210,25,2024-11-19
ACC000616,King Robinson Ltd,616,Professional Services,SMB,38 High Street,Edinburgh,Scotland,EH84 3MB,Partner,892390,100,2020-08-26
ACC000617,Baker Morgan Partners,617,Healthcare,SMB,23 High Street,Nottingham,Nottinghamshire,NG14 3PF,Prospect,5177736,5,2020-09-13
ACC000618,Morgan Baker UK,618,Professional Services,Enterprise,117 Innovation Drive,Edinburgh,Scotland,EH75 2MB,Customer,126981077,1000,2020-06-25
ACC000619,Lewis Patel Services,619,Construction,SMB,195 Queens Road,Birmingham,West Midlands,B71 8CK,Prospect,258128837,250,2024-10-26
ACC000620,University of Sheffield,620,Education,Enterprise,135 Queens Road,Nottingham,Nottinghamshire,NG68 4GZ,Prospect,7074052,50,2024-02-18
ACC000621,Wilson Baker LLP,621,Healthcare,Enterprise,23 Kings Road,Brighton,East Sussex,BN93 5ZW,Prospect,3990733,5,2022-12-17
ACC000622,Morgan Lewis Partners,622,Central Government,Public Sector,148 The Green,Brighton,East Sussex,BN46 8EW,Customer,7621651,50,2020-02-12
ACC000623,Morris Morris Group,623,Recruitment,SMB,60 Innovation Drive,Coventry,West Midlands,CV38 2GA,Customer,7959576,10,2024-12-13
ACC000624,Hill Evans LLP,624,Legal Services,Enterprise,158 Queens Road,Bristol,Avon,BS53 6BL,Customer,375815422,10000,2020-06-25
ACC000625,Smith Wright LLP,625,Technology,SMB,66 Commerce Way,Newcastle,Tyne and Wear,NE9 9KK,Customer,117438453,5000,2020-04-06
ACC000626,Smith Evans and Co,626,Construction,Enterprise,88 Queens Road,Nottingham,Nottinghamshire,NG93 1VW,Prospect,2012087,100,2021-04-09
ACC000627,Wright Harris Associates,627,Hospitality,SMB,122 Commerce Way,Oxford,Oxfordshire,OX5 8XE,Customer,463170008,10000,2024-11-24
ACC000628,Hill Lee Associates,628,Retail,SMB,106 Technology Park,Cambridge,Cambridgeshire,CB96 5BT,Partner,1809062,100,2020-03-26
ACC000629,King Lee Ltd,629,Construction,Enterprise,148 Business Park,Bristol,Avon,BS43 3MC,Partner,8461613,5,2020-11-11
ACC000630,Jones Harris Services,630,Professional Services,SMB,43 The Green,Southampton,Hampshire,SO78 2NF,Customer,4911005,100,2020-12-16
ACC000631,Lewis Williams Partners,631,Construction,SMB,23 Kings Road,Reading,Berkshire,RG31 5MR,Customer,7294453,50,2022-04-18
ACC000632,Clark Hall Group,632,Technology,SMB,96 Commerce Way,Leeds,West Yorkshire,LS5 8GC,Customer,1522342,25,2021-10-06
ACC000633,Jones Ward UK,633,Insurance,Enterprise,49 Victoria Road,Glasgow,Scotland,G62 6TK,Partner,5061432,50,2022-04-03
ACC000634,Wilson Clark and Co,634,Retail,SMB,53 Innovation Drive,Glasgow,Scotland,G5 9RN,Prospect,350680092,500,2024-12-22
ACC000635,University of Newcastle,635,Education,Public Sector,176 Enterprise Road,Manchester,Greater Manchester,M77 8CL,Partner,184579522,2500,2024-01-25
ACC000636,Wilson Clark and Co,636,Healthcare,SMB,6 The Green,Newcastle,Tyne and Wear,NE98 4KX,Customer,149945031,2500,2024-03-30
ACC000637,Wright Wright Partners,637,Construction,Enterprise,137 Victoria Road,Sheffield,South Yorkshire,S99 2RY,Customer,6357547,25,2023-07-08
ACC000638,Johnson Roberts Partners,638,Professional Services,SMB,4 The Green,Leeds,West Yorkshire,LS72 4TD,Partner,9047098,100,2021-04-23
ACC000639,Clarke King Associates,639,Media & Entertainment,Enterprise,37 Innovation Drive,Sheffield,South Yorkshire,S37 3VH,Partner,317657003,500,2024-08-12
ACC000640,Hall Harris UK,640,Healthcare,Public Sector,13 Mill Lane,Cambridge,Cambridgeshire,CB4 1SY,Partner,32460802,25,2022-07-02
ACC000641,Jackson Brown PLC,641,Financial Services,Enterprise,101 Mill Lane,Reading,Berkshire,RG91 8WV,Prospect,7483316,50,2024-02-07
ACC000642,Hall Harris Solutions,642,Transport & Logistics,Enterprise,21 Technology Park,Southampton,Hampshire,SO97 3RV,Customer,249508395,2500,2020-03-07
ACC000643,Hill Wilson Holdings,643,Financial Services,SMB,176 Business Park,Newcastle,Tyne and Wear,NE91 4RS,Customer,163481932,2500,2020-03-23
ACC000644,Johnson Hughes Associates,644,Technology,Enterprise,47 Innovation Drive,Belfast,Northern Ireland,BT86 8LL,Partner,7175907,5,2021-09-16
ACC000645,Jones Taylor Holdings,645,Real Estate,Enterprise,90 Kings Road,Leeds,West Yorkshire,LS60 6FK,Partner,171269928,5000,2022-07-15
ACC000646,Academy of Leeds,646,Education,Enterprise,183 Commerce Way,Belfast,Northern Ireland,BT14 2LU,Prospect,2599513,25,2020-07-01
ACC000647,Lee Hill Services,647,Construction,SMB,106 Church Road,Milton Keynes,Buckinghamshire,MK80 3HU,Partner,49886271,50,2023-08-15
ACC000648,Jackson Taylor Associates,648,Real Estate,SMB,178 The Green,Bristol,Avon,BS56 6PV,Customer,3328384,100,2023-01-14
ACC000649,White Walker and Co,649,Media & Entertainment,Enterprise,190 Technology Park,Birmingham,West Midlands,B92 2VS,Partner,3115593,5,2021-07-17
ACC000650,Lewis King PLC,650,Charity,SMB,46 Park Lane,Cambridge,Cambridgeshire,CB52 2CW,Partner,29827742,25,2022-04-29
ACC000651,Lewis Networks Group,651,IT Reseller,Partner,24 Church Road,Manchester,Greater Manchester,M18 1VX,Customer,3164676,25,2024-04-22
ACC000652,Johnson Cooper UK,652,Retail,SMB,100 The Green,Newcastle,Tyne and Wear,NE74 4RG,Customer,6642102,5,2021-10-17
ACC000653,Hall Baker and Co,653,Construction,Enterprise,112 Innovation Drive,Newcastle,Tyne and Wear,NE45 1CV,Partner,73482600,5000,2022-11-07
ACC000654,Wood Thomas Partners,654,Insurance,Enterprise,95 Technology Park,Manchester,Greater Manchester,M71 9BA,Partner,27846445,25,2024-12-19
ACC000655,Evans Green Ltd,655,Transport & Logistics,Enterprise,111 Innovation Drive,Liverpool,Merseyside,L76 6NX,Partner,3513440,10,2022-02-03
ACC000656,Wood Networks Partners,656,IT Reseller,Partner,55 Business Park,Southampton,Hampshire,SO23 4SE,Customer,355608299,500,2020-01-02
ACC000657,Patel Networks Ltd,657,IT Reseller,Partner,172 Mill Lane,Newcastle,Tyne and Wear,NE18 1AC,Customer,29419429,500,2024-02-22
ACC000658,Morris Martin Group,658,Retail,SMB,36 Business Park,Birmingham,West Midlands,B54 7RZ,Customer,332730330,5000,2024-06-30
ACC000659,Hill Moore Services,659,Hospitality,SMB,116 Queens Road,Southampton,Hampshire,SO46 7HF,Customer,3633682,50,2023-05-12
ACC000660,Baker Morris LLP,660,Legal Services,SMB,183 Market Street,Liverpool,Merseyside,L35 6PU,Customer,7031725,100,2023-11-27
ACC000661,Williams Baker Holdings,661,Healthcare,SMB,29 The Green,Cardiff,Wales,CF62 3ZC,Customer,104756300,5000,2024-08-21
ACC000662,Edwards Hill UK,662,Recruitment,SMB,134 Technology Park,Birmingham,West Midlands,B79 8CH,Customer,412174174,1000,2023-10-25
ACC000663,Lee Harrison Partners,663,Healthcare,Public Sector,14 Technology Park,Coventry,West Midlands,CV44 8UA,Customer,19877362,2500,2022-10-06
ACC000664,Moore Ward International,664,Charity,SMB,108 Victoria Road,Nottingham,Nottinghamshire,NG38 1KF,Prospect,55762096,1000,2023-09-13
ACC000665,Baker Hughes Ltd,665,Construction,SMB,149 Mill Lane,Oxford,Oxfordshire,OX74 5BY,Customer,162982248,1000,2024-12-09
ACC000666,Green Morris PLC,666,Legal Services,Enterprise,130 Station Road,Glasgow,Scotland,G36 5JE,Prospect,970113,25,2022-06-04
ACC000667,Hughes Smith LLP,667,Professional Services,SMB,155 Mill Lane,Leeds,West Yorkshire,LS76 8EY,Customer,498057679,2500,2022-12-26
ACC000668,Walker IT Solutions Group,668,Telecommunications,Partner,125 Mill Lane,Liverpool,Merseyside,L68 2BL,Customer,4294038,10,2020-12-02
ACC000669,Morgan Johnson Holdings,669,Retail,SMB,198 Queens Road,Reading,Berkshire,RG31 3YR,Customer,8045295,10,2021-11-28
ACC000670,Baker Clarke Ltd,670,Technology,SMB,194 Enterprise Road,Sheffield,South Yorkshire,S15 8BF,Partner,8876956,10,2020-05-04
ACC000671,Ward IT Solutions Partners,671,MSP,Partner,60 Queens Road,Southampton,Hampshire,SO88 8ZN,Prospect,40320876,250,2023-10-19
ACC000672,Johnson Clark Services,672,Manufacturing,Enterprise,74 Technology Park,London,Greater London,EC58 6NY,Prospect,431900784,2500,2024-12-07
ACC000673,Williams Wilson UK,673,Recruitment,SMB,111 The Green,Cardiff,Wales,CF84 5JL,Customer,324532201,10000,2020-05-18
ACC000674,Wilson Hughes and Co,674,Professional Services,SMB,101 Kings Road,Milton Keynes,Buckinghamshire,MK99 4YH,Partner,7559558,10,2021-05-12
ACC000675,Harris Walker Associates,675,Recruitment,SMB,3 Business Park,Southampton,Hampshire,SO2 7CA,Partner,49090829,1000,2022-08-19
ACC000676,Clark Wilson and Co,676,Financial Services,Enterprise,90 Church Road,Cambridge,Cambridgeshire,CB93 4KJ,Customer,231592351,1000,2021-02-04
ACC000677,Jones Davies Ltd,677,Healthcare,SMB,169 Technology Park,Coventry,West Midlands,CV28 2WX,Customer,462418677,5000,2023-03-05
ACC000678,University of Coventry,678,Education,Public Sector,97 Business Park,Glasgow,Scotland,G98 3XV,Customer,3963356,50,2023-07-01
ACC000679,Academy of Edinburgh,679,Education,Public Sector,76 Kings Road,Sheffield,South Yorkshire,S85 8CX,Customer,44584115,1000,2020-03-02
ACC000680,Martin Lewis Partners,680,Professional Services,SMB,200 Station Road,Edinburgh,Scotland,EH36 7BN,Customer,98494251,500,2024-12-18
ACC000681,Brown Hughes Partners,681,Transport & Logistics,SMB,113 Station Road,Edinburgh,Scotland,EH63 7GW,Customer,2402564,50,2023-09-03
ACC000682,Morris Wilson Group,682,Hospitality,SMB,197 Queens Road,Southampton,Hampshire,SO28 2WX,Partner,42322497,100,2024-12-03
ACC000683,Kings Hospital NHS Trust,683,NHS Trust,Public Sector,27 High Street,Sheffield,South Yorkshire,S10 5CV,Customer,95349484,5000,2023-07-26
ACC000684,Royal Hospital NHS Trust,684,NHS Trust,Public Sector,39 Business Park,Oxford,Oxfordshire,OX82 7AB,Customer,43945953,5000,2021-03-04
ACC000685,Johnson Harris Services,685,Professional Services,SMB,1 Market Street,Milton Keynes,Buckinghamshire,MK91 7SS,Partner,110466289,5000,2022-11-28
ACC000686,Taylor Tech Ltd,686,MSP,Partner,99 Innovation Drive,London,Greater London,EC62 9DV,Partner,6826758,100,2023-08-23
ACC000687,Harris Hall Services,687,Transport & Logistics,Enterprise,162 Business Park,Manchester,Greater Manchester,M12 6MU,Customer,457277021,1000,2021-06-05
ACC000688,Hill Green and Co,688,Financial Services,SMB,46 Market Street,Bristol,Avon,BS6 4NY,Partner,185589406,2500,2022-07-12
ACC000689,Jackson Wilson and Co,689,Construction,SMB,125 Station Road,Cardiff,Wales,CF81 3RG,Customer,1373196,25,2020-06-17
ACC000690,Wright Jones LLP,690,Healthcare,SMB,62 Kings Road,Milton Keynes,Buckinghamshire,MK50 5CU,Customer,25552163,5000,2021-02-14
ACC000691,Lee Cooper Ltd,691,Real Estate,Enterprise,87 High Street,Manchester,Greater Manchester,M44 2BN,Customer,243174,25,2021-07-31
ACC000692,Clark Hill and Co,692,Technology,SMB,39 Innovation Drive,Southampton,Hampshire,SO75 1HC,Partner,15728766,25,2022-08-29
ACC000693,Morris Jones Holdings,693,Retail,SMB,12 Church Road,Coventry,West Midlands,CV90 1XE,Prospect,197352182,5000,2021-03-05
ACC000694,Brown Hall PLC,694,Hospitality,SMB,157 Mill Lane,Cambridge,Cambridgeshire,CB76 2CD,Customer,5801271,10,2022-05-08
ACC000695,Morgan Thompson PLC,695,Real Estate,Enterprise,110 Victoria Road,Bristol,Avon,BS95 6YN,Customer,310045159,10000,2024-06-24
ACC000696,Academy of Milton Keynes,696,Education,Public Sector,36 Victoria Road,Southampton,Hampshire,SO28 3BV,Prospect,63324773,1000,2023-03-12
ACC000697,Taylor Evans Partners,697,Transport & Logistics,SMB,194 Queens Road,Glasgow,Scotland,G22 9ZM,Customer,1265866,50,2021-08-04
ACC000698,Cooper White International,698,Retail,Enterprise,35 Station Road,Manchester,Greater Manchester,M81 3WN,Customer,466551864,2500,2022-03-11
ACC000699,Morris Davies Ltd,699,Legal Services,Enterprise,46 Technology Park,London,Greater London,EC12 5ZX,Customer,7351124,50,2020-11-21
ACC000700,Oxford Borough Council,700,Local Government,Public Sector,37 Business Park,Bristol,Avon,BS35 7TR,Prospect,39343655,2500,2023-05-23
ACC000701,Walker Williams International,701,Manufacturing,SMB,184 Kings Road,Edinburgh,Scotland,EH79 5CX,Partner,23772135,50,2022-03-11
ACC000702,Turner Smith UK,702,Transport & Logistics,Enterprise,50 Station Road,Liverpool,Merseyside,L68 6DW,Partner,56289519,2500,2023-12-01
ACC000703,Moore Thompson Holdings,703,Media & Entertainment,Enterprise,71 High Street,Bristol,Avon,BS25 8DE,Prospect,225803278,5000,2020-09-05
ACC000704,Walker Roberts and Co,704,Real Estate,Enterprise,14 Business Park,Manchester,Greater Manchester,M47 7KG,Customer,276691349,250,2022-08-04
ACC000705,Harris Hill Ltd,705,Manufacturing,Enterprise,190 High Street,Leeds,West Yorkshire,LS69 1FF,Customer,2024056,10,2021-10-31
ACC000706,Moore Evans PLC,706,Real Estate,Enterprise,185 Kings Road,Liverpool,Merseyside,L76 7VL,Customer,456810445,500,2020-12-15
ACC000707,Lewis Thompson PLC,707,Hospitality,Enterprise,59 Station Road,Nottingham,Nottinghamshire,NG31 7PG,Partner,10800974,100,2022-01-03
ACC000708,Taylor Ward International,708,Technology,Enterprise,14 Technology Park,Oxford,Oxfordshire,OX56 8EG,Customer,6653489,25,2022-06-28
ACC000709,Jackson Patel Group,709,Hospitality,SMB,185 Church Road,Cambridge,Cambridgeshire,CB81 4MJ,Customer,231389194,250,2020-01-30
ACC000710,Thomas Williams LLP,710,Transport & Logistics,SMB,16 Park Lane,Milton Keynes,Buckinghamshire,MK18 8DR,Prospect,8698324,5,2024-07-28
ACC000711,Edinburgh City Council,711,Local Government,Public Sector,76 The Green,Liverpool,Merseyside,L21 3XW,Customer,6082358,25,2020-12-21
ACC000712,Davies Turner UK,712,Technology,Enterprise,56 The Green,Oxford,Oxfordshire,OX61 1RJ,Partner,6290456,5,2020-05-17
ACC000713,White White Associates,713,Central Government,Public Sector,149 Church Road,Reading,Berkshire,RG76 1EV,Prospect,368945068,10000,2020-09-29
ACC000714,Manchester Council,714,Local Government,Public Sector,188 Commerce Way,Oxford,Oxfordshire,OX65 9BP,Prospect,6515127,100,2023-08-04
ACC000715,Ward Connect Ltd,715,MSP,Partner,127 Church Road,Cambridge,Cambridgeshire,CB11 7UA,Customer,73457154,5000,2024-03-30
ACC000716,Thomas Clarke Partners,716,Technology,SMB,166 Station Road,Liverpool,Merseyside,L3 5SY,Customer,73904809,5000,2024-02-22
ACC000717,Hill Baker LLP,717,Retail,Enterprise,7 Kings Road,Milton Keynes,Buckinghamshire,MK60 7EZ,Customer,5850028,10,2021-02-25
ACC000718,Patel Hill LLP,718,Hospitality,SMB,161 Station Road,London,Greater London,EC50 9ZL,Customer,242490694,10000,2020-01-13
ACC000719,Green Martin Partners,719,Healthcare,SMB,139 The Green,Coventry,West Midlands,CV27 6YC,Partner,9308126,10,2021-04-28
ACC000720,Moore Patel Ltd,720,Healthcare,Enterprise,99 Victoria Road,Leeds,West Yorkshire,LS60 6WB,Customer,5185186,25,2023-03-26
ACC000721,Walker Connect Group,721,Telecommunications,Partner,144 Innovation Drive,Birmingham,West Midlands,B27 4EL,Prospect,7191683,100,2023-06-02
ACC000722,Evans Ward LLP,722,Media & Entertainment,Enterprise,180 Church Road,Milton Keynes,Buckinghamshire,MK97 6HL,Partner,51016591,1000,2021-06-10
ACC000723,Moore Martin Partners,723,Professional Services,SMB,17 Victoria Road,Manchester,Greater Manchester,M45 9RS,Prospect,3383565,10,2021-01-23
ACC000724,Evans Ward LLP,724,Recruitment,SMB,174 Enterprise Road,Southampton,Hampshire,SO69 6KR,Customer,9970187,5,2022-04-17
ACC000725,Wright Hill PLC,725,Healthcare,Public Sector,101 Technology Park,Birmingham,West Midlands,B23 2KC,Prospect,345902152,10000,2022-01-24
ACC000726,Edwards Evans LLP,726,Retail,Enterprise,128 Mill Lane,Glasgow,Scotland,G27 1TX,Customer,197226059,1000,2021-06-19
ACC000727,Turner Lee Group,727,Professional Services,Enterprise,89 Queens Road,Oxford,Oxfordshire,OX57 5XA,Prospect,218495802,10000,2023-04-15
ACC000728,Taylor Jones Solutions,728,Hospitality,Enterprise,166 Victoria Road,Brighton,East Sussex,BN53 6VL,Prospect,9932786,25,2024-02-12
ACC000729,Harrison Clark UK,729,Real Estate,Enterprise,118 Park Lane,Cambridge,Cambridgeshire,CB73 3EK,Customer,8446874,500,2024-07-29
ACC000730,Thompson Ward Associates,730,Manufacturing,Enterprise,198 Enterprise Road,Newcastle,Tyne and Wear,NE7 5EM,Customer,105072759,10000,2020-10-02
ACC000731,Roberts Roberts LLP,731,Charity,SMB,74 Mill Lane,Southampton,Hampshire,SO23 3ZZ,Customer,144238499,2500,2022-06-21
ACC000732,White Evans Ltd,732,Retail,Enterprise,148 Mill Lane,Nottingham,Nottinghamshire,NG57 3JM,Customer,597723,100,2021-04-25
ACC000733,King Williams and Co,733,Technology,SMB,89 Mill Lane,Nottingham,Nottinghamshire,NG48 3RU,Partner,430087163,250,2022-02-08
ACC000734,Hall Evans Ltd,734,Media & Entertainment,Enterprise,128 Commerce Way,Belfast,Northern Ireland,BT19 3RL,Customer,174234488,500,2022-01-09
ACC000735,Lee Moore Associates,735,Legal Services,SMB,122 Technology Park,Newcastle,Tyne and Wear,NE38 3VY,Prospect,394349623,500,2020-02-22
ACC000736,County Hospital NHS Trust,736,NHS Trust,Public Sector,188 Kings Road,Leeds,West Yorkshire,LS6 9EY,Prospect,281442351,2500,2023-09-14
ACC000737,College of London,737,Education,Public Sector,159 Enterprise Road,Belfast,Northern Ireland,BT29 2RM,Customer,330753412,2500,2022-03-30
ACC000738,Brown Morgan and Co,738,Construction,Enterprise,150 Market Street,Bristol,Avon,BS29 1JG,Partner,62365570,1000,2024-11-16
ACC000739,Lee Cooper and Co,739,Financial Services,SMB,132 Queens Road,Birmingham,West Midlands,B25 9SL,Prospect,2919458,50,2020-08-24
ACC000740,Patel Wood Group,740,Healthcare,Enterprise,95 Queens Road,Reading,Berkshire,RG48 6AK,Customer,180288779,2500,2024-04-18
ACC000741,Hall Cooper UK,741,Transport & Logistics,Enterprise,56 Innovation Drive,Birmingham,West Midlands,B57 5PR,Customer,3854845,100,2024-04-18
ACC000742,Martin Turner Group,742,Retail,Enterprise,154 Station Road,Milton Keynes,Buckinghamshire,MK19 8GK,Customer,144100004,250,2021-08-18
ACC000743,Harris Taylor International,743,Recruitment,SMB,23 High Street,Belfast,Northern Ireland,BT53 7XJ,Prospect,9779058,5,2021-09-28
